03/09/2018 analyzed on 07/10/18 frac.diff. = (measured-ideal)/ideal * 1e15
MJD	Al vs Yb frac.diff. from(2.1628871275166585754)	Sr vs Yb frac.diff. from(1.2075070393433381221)	Al/Sr vs Yb frac.diff. from(2.6117014317814574243)	
58186.29966300	NaN	NaN	NaN
58186.29967490	NaN	NaN	NaN
58186.29968682	NaN	NaN	NaN
58186.29969874	NaN	NaN	NaN
58186.29971064	NaN	NaN	NaN
58186.29972256	NaN	NaN	NaN
58186.29973446	NaN	NaN	NaN
58186.29974637	NaN	NaN	NaN
58186.29975827	NaN	NaN	NaN
58186.29977017	NaN	NaN	NaN
58186.29978208	NaN	NaN	NaN
58186.29979397	NaN	NaN	NaN
58186.29980587	NaN	NaN	NaN
58186.29981779	NaN	NaN	NaN
58186.29982970	NaN	NaN	NaN
58186.29984160	NaN	NaN	NaN
58186.29985351	NaN	NaN	NaN
58186.29986541	NaN	NaN	NaN
58186.29987732	NaN	NaN	NaN
58186.29988923	NaN	NaN	NaN
58186.29990115	NaN	NaN	NaN
58186.29991306	NaN	NaN	NaN
58186.29992496	NaN	NaN	NaN
58186.29993686	NaN	NaN	NaN
58186.29994876	NaN	NaN	NaN
58186.29996068	NaN	NaN	NaN
58186.29997259	NaN	NaN	NaN
58186.29998450	NaN	NaN	NaN
58186.29999640	NaN	NaN	NaN
58186.30000829	NaN	NaN	NaN
58186.30002020	NaN	NaN	NaN
58186.30003210	NaN	NaN	NaN
58186.30004400	NaN	NaN	NaN
58186.30005591	NaN	NaN	NaN
58186.30006781	NaN	NaN	NaN
58186.30007971	NaN	NaN	NaN
58186.30009162	NaN	NaN	NaN
58186.30010354	NaN	NaN	NaN
58186.30011545	NaN	NaN	NaN
58186.30012735	NaN	NaN	NaN
58186.30013926	NaN	NaN	NaN
58186.30015115	NaN	NaN	NaN
58186.30016305	NaN	NaN	NaN
58186.30017496	NaN	NaN	NaN
58186.30018687	NaN	NaN	NaN
58186.30019879	NaN	NaN	NaN
58186.30021068	NaN	NaN	NaN
58186.30022258	NaN	NaN	NaN
58186.30023449	NaN	NaN	NaN
58186.30024641	NaN	NaN	NaN
58186.30025832	NaN	NaN	NaN
58186.30027024	NaN	NaN	NaN
58186.30028214	NaN	NaN	NaN
58186.30029404	NaN	NaN	NaN
58186.30030593	NaN	NaN	NaN
58186.30031784	NaN	NaN	NaN
58186.30032975	NaN	NaN	NaN
58186.30034166	NaN	NaN	NaN
58186.30035357	NaN	NaN	NaN
58186.30036547	NaN	NaN	NaN
58186.30037737	NaN	NaN	NaN
58186.30038928	NaN	NaN	NaN
58186.30040119	NaN	NaN	NaN
58186.30041309	NaN	NaN	NaN
58186.30042499	NaN	NaN	NaN
58186.30043690	NaN	NaN	NaN
58186.30044879	NaN	NaN	NaN
58186.30046070	NaN	NaN	NaN
58186.30047260	NaN	NaN	NaN
58186.30048450	NaN	NaN	NaN
58186.30049641	NaN	NaN	NaN
58186.30050831	NaN	NaN	NaN
58186.30052021	NaN	NaN	NaN
58186.30053212	NaN	NaN	NaN
58186.30054404	NaN	NaN	NaN
58186.30055596	NaN	NaN	NaN
58186.30056786	NaN	NaN	NaN
58186.30057978	NaN	NaN	NaN
58186.30059168	NaN	NaN	NaN
58186.30060360	NaN	NaN	NaN
58186.30061551	NaN	NaN	NaN
58186.30062742	NaN	NaN	NaN
58186.30063931	NaN	NaN	NaN
58186.30065121	NaN	NaN	NaN
58186.30066313	NaN	NaN	NaN
58186.30067503	NaN	NaN	NaN
58186.30068694	NaN	NaN	NaN
58186.30069884	NaN	NaN	NaN
58186.30071074	NaN	NaN	NaN
58186.30072264	NaN	NaN	NaN
58186.30073455	NaN	NaN	NaN
58186.30074644	NaN	NaN	NaN
58186.30075835	NaN	NaN	NaN
58186.30077027	NaN	NaN	NaN
58186.30078217	NaN	NaN	NaN
58186.30079407	NaN	NaN	NaN
58186.30080598	NaN	NaN	NaN
58186.30081790	NaN	NaN	NaN
58186.30082981	NaN	NaN	NaN
58186.30084172	NaN	NaN	NaN
58186.30085362	NaN	NaN	NaN
58186.30086552	NaN	NaN	NaN
58186.30087742	NaN	NaN	NaN
58186.30088933	NaN	NaN	NaN
58186.30090125	NaN	NaN	NaN
58186.30091315	NaN	NaN	NaN
58186.30092504	NaN	NaN	NaN
58186.30093694	NaN	NaN	NaN
58186.30094885	NaN	NaN	NaN
58186.30096075	NaN	NaN	NaN
58186.30097266	NaN	NaN	NaN
58186.30098457	NaN	NaN	NaN
58186.30099647	NaN	NaN	NaN
58186.30100837	NaN	NaN	NaN
58186.30102027	NaN	NaN	NaN
58186.30103217	NaN	NaN	NaN
58186.30104408	NaN	NaN	NaN
58186.30105598	NaN	NaN	NaN
58186.30106789	NaN	NaN	NaN
58186.30107979	NaN	NaN	NaN
58186.30109169	NaN	NaN	NaN
58186.30110361	NaN	NaN	NaN
58186.30111552	NaN	NaN	NaN
58186.30112744	NaN	NaN	NaN
58186.30113936	NaN	NaN	NaN
58186.30115126	NaN	NaN	NaN
58186.30116316	NaN	NaN	NaN
58186.30117506	NaN	NaN	NaN
58186.30118698	NaN	NaN	NaN
58186.30119889	NaN	NaN	NaN
58186.30121081	NaN	NaN	NaN
58186.30122271	NaN	NaN	NaN
58186.30123460	NaN	NaN	NaN
58186.30124651	NaN	NaN	NaN
58186.30125841	NaN	NaN	NaN
58186.30127034	NaN	NaN	NaN
58186.30128227	NaN	NaN	NaN
58186.30129416	NaN	NaN	NaN
58186.30130606	NaN	NaN	NaN
58186.30131797	NaN	NaN	NaN
58186.30132988	NaN	NaN	NaN
58186.30134179	NaN	NaN	NaN
58186.30135370	NaN	NaN	NaN
58186.30136561	NaN	NaN	NaN
58186.30137753	NaN	NaN	NaN
58186.30138944	NaN	NaN	NaN
58186.30140133	NaN	NaN	NaN
58186.30141325	NaN	NaN	NaN
58186.30142515	NaN	NaN	NaN
58186.30143706	NaN	NaN	NaN
58186.30144898	NaN	NaN	NaN
58186.30146088	NaN	NaN	NaN
58186.30147279	NaN	NaN	NaN
58186.30148470	NaN	NaN	NaN
58186.30149662	NaN	NaN	NaN
58186.30150852	NaN	NaN	NaN
58186.30152043	NaN	NaN	NaN
58186.30153236	NaN	NaN	NaN
58186.30154427	NaN	NaN	NaN
58186.30155617	NaN	NaN	NaN
58186.30156809	NaN	NaN	NaN
58186.30157999	NaN	NaN	NaN
58186.30159190	NaN	NaN	NaN
58186.30160379	NaN	NaN	NaN
58186.30161570	NaN	NaN	NaN
58186.30162761	NaN	NaN	NaN
58186.30163951	NaN	NaN	NaN
58186.30165141	NaN	NaN	NaN
58186.30166334	NaN	NaN	NaN
58186.30167525	NaN	NaN	NaN
58186.30168715	NaN	NaN	NaN
58186.30169905	NaN	NaN	NaN
58186.30171095	NaN	NaN	NaN
58186.30172287	NaN	NaN	NaN
58186.30173477	NaN	NaN	NaN
58186.30174668	NaN	NaN	NaN
58186.30175859	NaN	NaN	NaN
58186.30177048	NaN	NaN	NaN
58186.30178239	NaN	NaN	NaN
58186.30179430	NaN	NaN	NaN
58186.30180620	NaN	NaN	NaN
58186.30181812	NaN	NaN	NaN
58186.30183004	NaN	NaN	NaN
58186.30184195	NaN	NaN	NaN
58186.30185386	NaN	NaN	NaN
58186.30186577	NaN	NaN	NaN
58186.30187767	NaN	NaN	NaN
58186.30188957	NaN	NaN	NaN
58186.30190148	NaN	NaN	NaN
58186.30191339	NaN	NaN	NaN
58186.30192529	NaN	NaN	NaN
58186.30193718	NaN	NaN	NaN
58186.30194911	NaN	NaN	NaN
58186.30196103	NaN	NaN	NaN
58186.30197294	NaN	NaN	NaN
58186.30198486	NaN	NaN	NaN
58186.30199677	NaN	NaN	NaN
58186.30200869	NaN	NaN	NaN
58186.30202061	NaN	NaN	NaN
58186.30203251	NaN	NaN	NaN
58186.30204441	NaN	NaN	NaN
58186.30205632	NaN	NaN	NaN
58186.30206823	NaN	NaN	NaN
58186.30208012	NaN	NaN	NaN
58186.30209205	NaN	NaN	NaN
58186.30210397	NaN	NaN	NaN
58186.30211587	NaN	NaN	NaN
58186.30212778	NaN	NaN	NaN
58186.30213970	NaN	NaN	NaN
58186.30215162	NaN	NaN	NaN
58186.30216353	NaN	NaN	NaN
58186.30217543	NaN	NaN	NaN
58186.30218735	NaN	NaN	NaN
58186.30219925	NaN	NaN	NaN
58186.30221115	NaN	NaN	NaN
58186.30222308	NaN	NaN	NaN
58186.30223497	NaN	NaN	NaN
58186.30224690	NaN	NaN	NaN
58186.30225879	NaN	NaN	NaN
58186.30227069	NaN	NaN	NaN
58186.30228260	NaN	NaN	NaN
58186.30229450	NaN	NaN	NaN
58186.30230640	NaN	NaN	NaN
58186.30231831	NaN	NaN	NaN
58186.30233022	NaN	NaN	NaN
58186.30234212	NaN	NaN	NaN
58186.30235403	NaN	NaN	NaN
58186.30236592	NaN	NaN	NaN
58186.30237783	NaN	NaN	NaN
58186.30238973	NaN	NaN	NaN
58186.30240163	NaN	NaN	NaN
58186.30241355	NaN	NaN	NaN
58186.30242546	NaN	NaN	NaN
58186.30243737	NaN	NaN	NaN
58186.30244928	NaN	NaN	NaN
58186.30246119	NaN	NaN	NaN
58186.30247311	NaN	NaN	NaN
58186.30248501	NaN	NaN	NaN
58186.30249691	NaN	NaN	NaN
58186.30250882	NaN	NaN	NaN
58186.30252074	NaN	NaN	NaN
58186.30253265	NaN	NaN	NaN
58186.30254457	NaN	NaN	NaN
58186.30255647	NaN	NaN	NaN
58186.30256837	NaN	NaN	NaN
58186.30258026	NaN	NaN	NaN
58186.30259217	NaN	NaN	NaN
58186.30260407	NaN	NaN	NaN
58186.30261598	NaN	NaN	NaN
58186.30262788	NaN	NaN	NaN
58186.30263978	NaN	NaN	NaN
58186.30265169	NaN	NaN	NaN
58186.30266361	NaN	NaN	NaN
58186.30267551	NaN	NaN	NaN
58186.30268742	NaN	NaN	NaN
58186.30269934	NaN	NaN	NaN
58186.30271125	NaN	NaN	NaN
58186.30272316	NaN	NaN	NaN
58186.30273505	NaN	NaN	NaN
58186.30274698	NaN	NaN	NaN
58186.30275887	NaN	NaN	NaN
58186.30277080	NaN	NaN	NaN
58186.30278269	NaN	NaN	NaN
58186.30279459	NaN	NaN	NaN
58186.30280650	NaN	NaN	NaN
58186.30281842	NaN	NaN	NaN
58186.30283034	NaN	NaN	NaN
58186.30284225	NaN	NaN	NaN
58186.30285415	NaN	NaN	NaN
58186.30286605	NaN	NaN	NaN
58186.30287795	NaN	NaN	NaN
58186.30288986	NaN	NaN	NaN
58186.30290177	NaN	NaN	NaN
58186.30291368	NaN	NaN	NaN
58186.30292558	NaN	NaN	NaN
58186.30293749	NaN	NaN	NaN
58186.30294938	NaN	NaN	NaN
58186.30296129	NaN	NaN	NaN
58186.30297322	NaN	NaN	NaN
58186.30298513	NaN	NaN	NaN
58186.30299702	NaN	NaN	NaN
58186.30300893	NaN	NaN	NaN
58186.30302084	NaN	NaN	NaN
58186.30303275	NaN	NaN	NaN
58186.30304467	NaN	NaN	NaN
58186.30305657	NaN	NaN	NaN
58186.30306849	NaN	NaN	NaN
58186.30308039	NaN	NaN	NaN
58186.30309232	NaN	NaN	NaN
58186.30310421	NaN	NaN	NaN
58186.30311612	NaN	NaN	NaN
58186.30312804	NaN	NaN	NaN
58186.30313996	NaN	NaN	NaN
58186.30315187	NaN	NaN	NaN
58186.30316377	NaN	NaN	NaN
58186.30317568	NaN	NaN	NaN
58186.30318760	NaN	NaN	NaN
58186.30319950	NaN	NaN	NaN
58186.30321140	NaN	NaN	NaN
58186.30322331	NaN	NaN	NaN
58186.30323521	NaN	NaN	NaN
58186.30324710	NaN	NaN	NaN
58186.30325900	NaN	NaN	NaN
58186.30327092	NaN	NaN	NaN
58186.30328282	NaN	NaN	NaN
58186.30329472	NaN	NaN	NaN
58186.30330663	NaN	NaN	NaN
58186.30331853	NaN	NaN	NaN
58186.30333043	NaN	NaN	NaN
58186.30334235	NaN	NaN	NaN
58186.30335425	NaN	NaN	NaN
58186.30336616	NaN	NaN	NaN
58186.30337807	NaN	NaN	NaN
58186.30338996	NaN	NaN	NaN
58186.30340187	NaN	NaN	NaN
58186.30341378	NaN	NaN	NaN
58186.30342568	NaN	NaN	NaN
58186.30343758	NaN	NaN	NaN
58186.30344949	NaN	NaN	NaN
58186.30346140	NaN	NaN	NaN
58186.30347331	NaN	NaN	NaN
58186.30348523	NaN	NaN	NaN
58186.30349713	NaN	NaN	NaN
58186.30350903	NaN	NaN	NaN
58186.30352094	NaN	NaN	NaN
58186.30353286	NaN	NaN	NaN
58186.30354477	NaN	NaN	NaN
58186.30355668	NaN	NaN	NaN
58186.30356860	NaN	NaN	NaN
58186.30358050	NaN	NaN	NaN
58186.30359241	NaN	NaN	NaN
58186.30360433	NaN	NaN	NaN
58186.30361624	NaN	NaN	NaN
58186.30362813	NaN	NaN	NaN
58186.30364004	NaN	NaN	NaN
58186.30365195	NaN	NaN	NaN
58186.30366385	NaN	NaN	NaN
58186.30367577	NaN	NaN	NaN
58186.30368769	NaN	NaN	NaN
58186.30369963	NaN	NaN	NaN
58186.30371155	NaN	NaN	NaN
58186.30372345	NaN	NaN	NaN
58186.30373536	NaN	NaN	NaN
58186.30374727	NaN	NaN	NaN
58186.30375919	NaN	NaN	NaN
58186.30377111	NaN	NaN	NaN
58186.30378302	NaN	NaN	NaN
58186.30379492	NaN	NaN	NaN
58186.30380682	NaN	NaN	NaN
58186.30381871	NaN	NaN	NaN
58186.30383062	NaN	NaN	NaN
58186.30384255	NaN	NaN	NaN
58186.30385447	NaN	NaN	NaN
58186.30386638	NaN	NaN	NaN
58186.30387827	NaN	NaN	NaN
58186.30389017	NaN	NaN	NaN
58186.30390207	NaN	NaN	NaN
58186.30391399	NaN	NaN	NaN
58186.30392589	NaN	NaN	NaN
58186.30393779	NaN	NaN	NaN
58186.30394970	NaN	NaN	NaN
58186.30396160	NaN	NaN	NaN
58186.30397351	NaN	NaN	NaN
58186.30398542	NaN	NaN	NaN
58186.30399733	NaN	NaN	NaN
58186.30400924	NaN	NaN	NaN
58186.30402113	NaN	NaN	NaN
58186.30403306	NaN	NaN	NaN
58186.30404497	NaN	NaN	NaN
58186.30405685	NaN	NaN	NaN
58186.30406876	NaN	NaN	NaN
58186.30408067	NaN	NaN	NaN
58186.30409258	NaN	NaN	NaN
58186.30410448	NaN	NaN	NaN
58186.30411641	NaN	NaN	NaN
58186.30412831	NaN	NaN	NaN
58186.30414023	NaN	NaN	NaN
58186.30415215	NaN	NaN	NaN
58186.30416406	NaN	NaN	NaN
58186.30417597	NaN	NaN	NaN
58186.30418789	NaN	NaN	NaN
58186.30419979	NaN	NaN	NaN
58186.30421170	NaN	NaN	NaN
58186.30422359	NaN	NaN	NaN
58186.30423551	NaN	NaN	NaN
58186.30424741	NaN	NaN	NaN
58186.30425933	NaN	NaN	NaN
58186.30427123	NaN	NaN	NaN
58186.30428313	NaN	NaN	NaN
58186.30429504	NaN	NaN	NaN
58186.30430695	NaN	NaN	NaN
58186.30431886	NaN	NaN	NaN
58186.30433075	NaN	NaN	NaN
58186.30434266	NaN	NaN	NaN
58186.30435459	NaN	NaN	NaN
58186.30436650	NaN	NaN	NaN
58186.30437839	NaN	NaN	NaN
58186.30439032	NaN	NaN	NaN
58186.30440223	NaN	NaN	NaN
58186.30441412	NaN	NaN	NaN
58186.30442603	NaN	NaN	NaN
58186.30443793	NaN	NaN	NaN
58186.30444984	NaN	NaN	NaN
58186.30446176	NaN	NaN	NaN
58186.30447370	NaN	NaN	NaN
58186.30448559	NaN	NaN	NaN
58186.30449749	NaN	NaN	NaN
58186.30450940	NaN	NaN	NaN
58186.30452131	NaN	NaN	NaN
58186.30453321	NaN	NaN	NaN
58186.30454513	NaN	NaN	NaN
58186.30455705	NaN	NaN	NaN
58186.30456895	NaN	NaN	NaN
58186.30458086	NaN	NaN	NaN
58186.30459278	NaN	NaN	NaN
58186.30460469	NaN	NaN	NaN
58186.30461660	NaN	NaN	NaN
58186.30462851	NaN	NaN	NaN
58186.30464041	NaN	NaN	NaN
58186.30465232	NaN	NaN	NaN
58186.30466422	NaN	NaN	NaN
58186.30467612	NaN	NaN	NaN
58186.30468803	NaN	NaN	NaN
58186.30469995	NaN	NaN	NaN
58186.30471186	NaN	NaN	NaN
58186.30472378	NaN	NaN	NaN
58186.30473568	NaN	NaN	NaN
58186.30474759	NaN	NaN	NaN
58186.30475951	NaN	NaN	NaN
58186.30477141	NaN	NaN	NaN
58186.30478330	NaN	NaN	NaN
58186.30479523	NaN	NaN	NaN
58186.30480715	NaN	NaN	NaN
58186.30481905	NaN	NaN	NaN
58186.30483094	NaN	NaN	NaN
58186.30484284	NaN	NaN	NaN
58186.30485475	NaN	NaN	NaN
58186.30486665	NaN	NaN	NaN
58186.30487855	NaN	NaN	NaN
58186.30489045	NaN	NaN	NaN
58186.30490236	NaN	NaN	NaN
58186.30491427	NaN	NaN	NaN
58186.30492620	NaN	NaN	NaN
58186.30493812	NaN	NaN	NaN
58186.30495002	NaN	NaN	NaN
58186.30496193	NaN	NaN	NaN
58186.30497383	NaN	NaN	NaN
58186.30498576	NaN	NaN	NaN
58186.30499768	NaN	NaN	NaN
58186.30500959	NaN	NaN	NaN
58186.30502149	NaN	NaN	NaN
58186.30503340	NaN	NaN	NaN
58186.30504530	NaN	NaN	NaN
58186.30505719	NaN	NaN	NaN
58186.30506909	NaN	NaN	NaN
58186.30508100	NaN	NaN	NaN
58186.30509290	NaN	NaN	NaN
58186.30510482	NaN	NaN	NaN
58186.30511673	NaN	NaN	NaN
58186.30512865	NaN	NaN	NaN
58186.30514055	NaN	NaN	NaN
58186.30515246	NaN	NaN	NaN
58186.30516437	NaN	NaN	NaN
58186.30517627	NaN	NaN	NaN
58186.30518818	NaN	NaN	NaN
58186.30520008	NaN	NaN	NaN
58186.30521198	NaN	NaN	NaN
58186.30522389	NaN	NaN	NaN
58186.30523581	NaN	NaN	NaN
58186.30524772	NaN	NaN	NaN
58186.30525964	NaN	NaN	NaN
58186.30527154	NaN	NaN	NaN
58186.30528344	NaN	NaN	NaN
58186.30529534	NaN	NaN	NaN
58186.30530725	NaN	NaN	NaN
58186.30531916	NaN	NaN	NaN
58186.30533107	NaN	NaN	NaN
58186.30534298	NaN	NaN	NaN
58186.30535488	NaN	NaN	NaN
58186.30536678	NaN	NaN	NaN
58186.30537868	NaN	NaN	NaN
58186.30539059	NaN	NaN	NaN
58186.30540249	NaN	NaN	NaN
58186.30541440	NaN	NaN	NaN
58186.30542630	NaN	NaN	NaN
58186.30543820	NaN	NaN	NaN
58186.30545010	NaN	NaN	NaN
58186.30546201	NaN	NaN	NaN
58186.30547391	NaN	NaN	NaN
58186.30548582	NaN	NaN	NaN
58186.30549772	NaN	NaN	NaN
58186.30550964	NaN	NaN	NaN
58186.30552154	NaN	NaN	NaN
58186.30553345	NaN	NaN	NaN
58186.30554535	NaN	NaN	NaN
58186.30555725	NaN	NaN	NaN
58186.30556916	NaN	NaN	NaN
58186.30558108	NaN	NaN	NaN
58186.30559298	NaN	NaN	NaN
58186.30560491	NaN	NaN	NaN
58186.30561681	NaN	NaN	NaN
58186.30562870	NaN	NaN	NaN
58186.30564060	NaN	NaN	NaN
58186.30565252	NaN	NaN	NaN
58186.30566444	NaN	NaN	NaN
58186.30567635	NaN	NaN	NaN
58186.30568825	NaN	NaN	NaN
58186.30570015	NaN	NaN	NaN
58186.30571206	NaN	NaN	NaN
58186.30572396	NaN	NaN	NaN
58186.30573586	NaN	NaN	NaN
58186.30574777	NaN	NaN	NaN
58186.30575967	NaN	NaN	NaN
58186.30577158	NaN	NaN	NaN
58186.30578350	NaN	NaN	NaN
58186.30579542	NaN	NaN	NaN
58186.30580735	NaN	NaN	NaN
58186.30581927	NaN	NaN	NaN
58186.30583118	NaN	NaN	NaN
58186.30584309	NaN	NaN	NaN
58186.30585499	NaN	NaN	NaN
58186.30586690	NaN	NaN	NaN
58186.30587879	NaN	NaN	NaN
58186.30589070	NaN	NaN	NaN
58186.30590261	NaN	NaN	NaN
58186.30591451	NaN	NaN	NaN
58186.30592641	NaN	NaN	NaN
58186.30593832	NaN	NaN	NaN
58186.30595021	NaN	NaN	NaN
58186.30596211	NaN	NaN	NaN
58186.30597402	NaN	NaN	NaN
58186.30598592	NaN	NaN	NaN
58186.30599782	NaN	NaN	NaN
58186.30600972	NaN	NaN	NaN
58186.30602163	NaN	NaN	NaN
58186.30603353	NaN	NaN	NaN
58186.30604543	NaN	NaN	NaN
58186.30605734	NaN	NaN	NaN
58186.30606924	NaN	NaN	NaN
58186.30608116	NaN	NaN	NaN
58186.30609307	NaN	NaN	NaN
58186.30610497	NaN	NaN	NaN
58186.30611687	NaN	NaN	NaN
58186.30612878	NaN	NaN	NaN
58186.30614069	NaN	NaN	NaN
58186.30615259	NaN	NaN	NaN
58186.30616450	NaN	NaN	NaN
58186.30617641	NaN	NaN	NaN
58186.30618832	NaN	NaN	NaN
58186.30620022	NaN	NaN	NaN
58186.30621214	NaN	NaN	NaN
58186.30622404	NaN	NaN	NaN
58186.30623597	NaN	NaN	NaN
58186.30624789	NaN	NaN	NaN
58186.30625979	NaN	NaN	NaN
58186.30627170	NaN	NaN	NaN
58186.30628360	NaN	NaN	NaN
58186.30629550	NaN	NaN	NaN
58186.30630740	NaN	NaN	NaN
58186.30631930	NaN	NaN	NaN
58186.30633120	NaN	NaN	NaN
58186.30634311	NaN	NaN	NaN
58186.30635502	NaN	NaN	NaN
58186.30636694	NaN	NaN	NaN
58186.30637884	NaN	NaN	NaN
58186.30639075	NaN	NaN	NaN
58186.30640265	NaN	NaN	NaN
58186.30641456	NaN	NaN	NaN
58186.30642648	NaN	NaN	NaN
58186.30643837	NaN	NaN	NaN
58186.30645028	NaN	NaN	NaN
58186.30646220	NaN	NaN	NaN
58186.30647410	NaN	NaN	NaN
58186.30648600	NaN	NaN	NaN
58186.30649791	NaN	NaN	NaN
58186.30650984	NaN	NaN	NaN
58186.30652176	NaN	NaN	NaN
58186.30653369	NaN	NaN	NaN
58186.30654562	NaN	NaN	NaN
58186.30655752	NaN	NaN	NaN
58186.30656943	NaN	NaN	NaN
58186.30658131	NaN	NaN	NaN
58186.30659322	NaN	NaN	NaN
58186.30660514	NaN	NaN	NaN
58186.30661706	NaN	NaN	NaN
58186.30662897	NaN	NaN	NaN
58186.30664087	NaN	NaN	NaN
58186.30665278	NaN	NaN	NaN
58186.30666468	NaN	NaN	NaN
58186.30667659	NaN	NaN	NaN
58186.30668850	NaN	NaN	NaN
58186.30670040	NaN	NaN	NaN
58186.30671231	NaN	NaN	NaN
58186.30672421	NaN	NaN	NaN
58186.30673612	NaN	NaN	NaN
58186.30674804	NaN	NaN	NaN
58186.30675997	NaN	NaN	NaN
58186.30677187	NaN	NaN	NaN
58186.30678377	NaN	NaN	NaN
58186.30679567	NaN	NaN	NaN
58186.30680758	NaN	NaN	NaN
58186.30681948	NaN	NaN	NaN
58186.30683138	NaN	NaN	NaN
58186.30684330	NaN	NaN	NaN
58186.30685519	NaN	NaN	NaN
58186.30686711	NaN	NaN	NaN
58186.30687902	NaN	NaN	NaN
58186.30689093	NaN	NaN	NaN
58186.30690283	NaN	NaN	NaN
58186.30691474	NaN	NaN	NaN
58186.30692664	NaN	NaN	NaN
58186.30693854	NaN	NaN	NaN
58186.30695045	NaN	NaN	NaN
58186.30696237	NaN	NaN	NaN
58186.30697430	NaN	NaN	NaN
58186.30698622	NaN	NaN	NaN
58186.30699813	NaN	NaN	NaN
58186.30701004	NaN	NaN	NaN
58186.30702196	NaN	NaN	NaN
58186.30703386	NaN	NaN	NaN
58186.30704577	NaN	NaN	NaN
58186.30705767	NaN	NaN	NaN
58186.30706960	NaN	NaN	NaN
58186.30708153	NaN	NaN	NaN
58186.30709344	NaN	NaN	NaN
58186.30710534	NaN	NaN	NaN
58186.30711724	NaN	NaN	NaN
58186.30712915	NaN	NaN	NaN
58186.30714105	NaN	NaN	NaN
58186.30715297	NaN	NaN	NaN
58186.30716488	NaN	NaN	NaN
58186.30717680	NaN	NaN	NaN
58186.30718872	NaN	NaN	NaN
58186.30720061	NaN	NaN	NaN
58186.30721252	NaN	NaN	NaN
58186.30722443	NaN	NaN	NaN
58186.30723634	NaN	NaN	NaN
58186.30724824	NaN	NaN	NaN
58186.30726014	NaN	NaN	NaN
58186.30727204	NaN	NaN	NaN
58186.30728395	NaN	NaN	NaN
58186.30729585	NaN	NaN	NaN
58186.30730777	NaN	NaN	NaN
58186.30731968	NaN	NaN	NaN
58186.30733158	NaN	NaN	NaN
58186.30734348	NaN	NaN	NaN
58186.30735539	NaN	NaN	NaN
58186.30736732	NaN	NaN	NaN
58186.30737924	NaN	NaN	NaN
58186.30739117	NaN	NaN	NaN
58186.30740310	NaN	NaN	NaN
58186.30741500	NaN	NaN	NaN
58186.30742691	NaN	NaN	NaN
58186.30743882	NaN	NaN	NaN
58186.30745074	NaN	NaN	NaN
58186.30746264	NaN	NaN	NaN
58186.30747455	NaN	NaN	NaN
58186.30748647	NaN	NaN	NaN
58186.30749837	NaN	NaN	NaN
58186.30751028	NaN	NaN	NaN
58186.30752217	NaN	NaN	NaN
58186.30753408	NaN	NaN	NaN
58186.30754598	NaN	NaN	NaN
58186.30755789	NaN	NaN	NaN
58186.30756981	NaN	NaN	NaN
58186.30758173	NaN	NaN	NaN
58186.30759363	NaN	NaN	NaN
58186.30760552	NaN	NaN	NaN
58186.30761744	NaN	NaN	NaN
58186.30762936	NaN	NaN	NaN
58186.30764127	NaN	NaN	NaN
58186.30765318	NaN	NaN	NaN
58186.30766508	NaN	NaN	NaN
58186.30767699	NaN	NaN	NaN
58186.30768889	NaN	NaN	NaN
58186.30770082	NaN	NaN	NaN
58186.30771275	NaN	NaN	NaN
58186.30772467	NaN	NaN	NaN
58186.30773657	NaN	NaN	NaN
58186.30774848	NaN	NaN	NaN
58186.30776038	NaN	NaN	NaN
58186.30777228	NaN	NaN	NaN
58186.30778419	NaN	NaN	NaN
58186.30779610	NaN	NaN	NaN
58186.30780801	NaN	NaN	NaN
58186.30781991	NaN	NaN	NaN
58186.30783187	NaN	NaN	NaN
58186.30784377	NaN	NaN	NaN
58186.30785567	NaN	NaN	NaN
58186.30786758	NaN	NaN	NaN
58186.30787948	NaN	NaN	NaN
58186.30789138	NaN	NaN	NaN
58186.30790329	NaN	NaN	NaN
58186.30791519	NaN	NaN	NaN
58186.30792710	NaN	NaN	NaN
58186.30793902	NaN	NaN	NaN
58186.30795094	NaN	NaN	NaN
58186.30796288	NaN	NaN	NaN
58186.30797479	NaN	NaN	NaN
58186.30798669	NaN	NaN	NaN
58186.30799860	NaN	NaN	NaN
58186.30801050	NaN	NaN	NaN
58186.30802241	NaN	NaN	NaN
58186.30803431	NaN	NaN	NaN
58186.30804622	NaN	NaN	NaN
58186.30805812	NaN	NaN	NaN
58186.30807002	NaN	NaN	NaN
58186.30808193	NaN	NaN	NaN
58186.30809383	NaN	NaN	NaN
58186.30810574	NaN	NaN	NaN
58186.30811765	NaN	NaN	NaN
58186.30812955	NaN	NaN	NaN
58186.30814144	NaN	NaN	NaN
58186.30815335	NaN	NaN	NaN
58186.30816527	NaN	NaN	NaN
58186.30817719	NaN	NaN	NaN
58186.30818910	NaN	NaN	NaN
58186.30820100	NaN	NaN	NaN
58186.30821290	NaN	NaN	NaN
58186.30822480	NaN	NaN	NaN
58186.30823672	NaN	NaN	NaN
58186.30824865	NaN	NaN	NaN
58186.30826057	NaN	NaN	NaN
58186.30827247	NaN	NaN	NaN
58186.30828437	NaN	NaN	NaN
58186.30829627	NaN	NaN	NaN
58186.30830818	NaN	NaN	NaN
58186.30832010	NaN	NaN	NaN
58186.30833202	NaN	NaN	NaN
