03/09/2018 analyzed on 07/10/18 frac.diff. = (measured-ideal)/ideal * 1e15
MJD	Al vs Yb frac.diff. from(2.1628871275166585754)	Sr vs Yb frac.diff. from(1.2075070393433381221)	Al/Sr vs Yb frac.diff. from(2.6117014317814574243)	
58186.94672941	NaN	0.84938997	NaN
58186.94674135	NaN	1.18984817	NaN
58186.94675331	NaN	1.49086512	NaN
58186.94676525	NaN	1.54445654	NaN
58186.94677721	NaN	1.97719123	NaN
58186.94678914	NaN	1.66695118	NaN
58186.94680107	NaN	1.83749370	NaN
58186.94681302	NaN	2.14855916	NaN
58186.94682496	NaN	1.81579373	NaN
58186.94683689	NaN	1.45195049	NaN
58186.94684883	NaN	1.39590158	NaN
58186.94686077	NaN	1.12707245	NaN
58186.94687270	NaN	1.60345329	NaN
58186.94688464	NaN	1.22341280	NaN
58186.94689657	NaN	1.52560485	NaN
58186.94690850	NaN	1.63094152	NaN
58186.94692045	NaN	1.27877714	NaN
58186.94693238	NaN	1.42506476	NaN
58186.94694431	NaN	1.36187045	NaN
58186.94695627	NaN	2.11264769	NaN
58186.94696819	NaN	1.86435524	NaN
58186.94698015	NaN	1.74677794	NaN
58186.94699209	NaN	1.38990689	NaN
58186.94700402	NaN	1.86638809	NaN
58186.94701597	NaN	1.32029470	NaN
58186.94702790	NaN	1.37519618	NaN
58186.94703983	NaN	1.80146321	NaN
58186.94705177	NaN	1.86242746	NaN
58186.94706370	NaN	2.18923294	NaN
58186.94707566	NaN	2.07786273	NaN
58186.94708760	NaN	2.01175348	NaN
58186.94709954	NaN	2.26037933	NaN
58186.94711148	NaN	1.75140737	NaN
58186.94712343	NaN	1.72724946	NaN
58186.94713537	NaN	2.11795372	NaN
58186.94714731	NaN	2.31750431	NaN
58186.94715925	NaN	2.10900081	NaN
58186.94717120	NaN	1.73822004	NaN
58186.94718313	NaN	1.59197399	NaN
58186.94719508	NaN	1.76585424	NaN
58186.94720701	NaN	1.30420018	NaN
58186.94721895	NaN	1.16025293	NaN
58186.94723091	NaN	1.34385572	NaN
58186.94724284	NaN	1.38540345	NaN
58186.94725480	NaN	1.44376112	NaN
58186.94726673	NaN	1.08983420	NaN
58186.94727866	NaN	0.87163413	NaN
58186.94729060	NaN	1.15903964	NaN
58186.94730254	NaN	1.46785173	NaN
58186.94731447	NaN	1.73375025	NaN
58186.94732641	NaN	1.83098580	NaN
58186.94733834	NaN	2.51159451	NaN
58186.94735029	NaN	2.29831290	NaN
58186.94736221	NaN	2.15754245	NaN
58186.94737416	NaN	1.71902636	NaN
58186.94738610	NaN	1.74218877	NaN
58186.94739804	NaN	1.44492523	NaN
58186.94740998	NaN	1.40552834	NaN
58186.94742192	NaN	1.88240541	NaN
58186.94743385	NaN	2.12885787	NaN
58186.94744579	NaN	1.97562728	NaN
58186.94745772	NaN	2.09539064	NaN
58186.94746965	NaN	2.32026873	NaN
58186.94748159	NaN	1.78255756	NaN
58186.94749353	NaN	2.09762551	NaN
58186.94750548	NaN	1.66901426	NaN
58186.94751741	NaN	2.26999034	NaN
58186.94752936	NaN	2.18704599	NaN
58186.94754130	NaN	1.62545987	NaN
58186.94755325	NaN	2.26330210	NaN
58186.94756518	NaN	2.40890218	NaN
58186.94757711	NaN	2.14709949	NaN
58186.94758905	NaN	1.46827238	NaN
58186.94760100	NaN	1.25233602	NaN
58186.94761295	NaN	1.57905987	NaN
58186.94762488	NaN	1.81241170	NaN
58186.94763684	NaN	1.60149051	NaN
58186.94764879	NaN	1.59509829	NaN
58186.94766073	NaN	1.49474692	NaN
58186.94767266	NaN	1.51637832	NaN
58186.94768460	NaN	1.64474463	NaN
58186.94769654	NaN	1.47127387	NaN
58186.94770848	NaN	1.26221084	NaN
58186.94772040	NaN	1.30993532	NaN
58186.94773234	NaN	1.70686793	NaN
58186.94774427	NaN	1.32783769	NaN
58186.94775621	NaN	1.77680997	NaN
58186.94776816	NaN	1.69416197	NaN
58186.94778009	NaN	1.86691979	NaN
58186.94779203	NaN	1.93365266	NaN
58186.94780397	NaN	1.69271283	NaN
58186.94781592	NaN	1.36987636	NaN
58186.94782787	NaN	1.15952989	NaN
58186.94783981	NaN	1.29968038	NaN
58186.94785174	NaN	1.55251151	NaN
58186.94786369	NaN	1.68478945	NaN
58186.94787562	NaN	1.88767618	NaN
58186.94788754	NaN	2.07820661	NaN
58186.94789950	NaN	2.33695623	NaN
58186.94791143	NaN	1.75787124	NaN
58186.94792338	NaN	1.94885244	NaN
58186.94793531	NaN	1.74830675	NaN
58186.94794724	NaN	1.68776509	NaN
58186.94795918	NaN	1.87638105	NaN
58186.94797112	NaN	1.53656001	NaN
58186.94798305	NaN	1.45068324	NaN
58186.94799499	NaN	1.76908310	NaN
58186.94800692	NaN	1.28609610	NaN
58186.94801886	NaN	0.96096116	NaN
58186.94803082	NaN	1.18158368	NaN
58186.94804275	NaN	1.26696338	NaN
58186.94805470	NaN	1.15011410	NaN
58186.94806664	NaN	1.28507384	NaN
58186.94807859	NaN	2.03192739	NaN
58186.94809054	NaN	2.25975502	NaN
58186.94810249	NaN	2.01507694	NaN
58186.94811442	NaN	1.70929200	NaN
58186.94812636	NaN	1.85500218	NaN
58186.94813830	NaN	1.67735564	NaN
58186.94815023	NaN	1.65774367	NaN
58186.94816216	NaN	1.53525752	NaN
58186.94817410	NaN	1.47213106	NaN
58186.94818605	NaN	1.34214238	NaN
58186.94819799	NaN	1.49216755	NaN
58186.94820993	NaN	1.03422399	NaN
58186.94822186	NaN	0.79821984	NaN
58186.94823380	NaN	0.91743194	NaN
58186.94824575	NaN	1.80887433	NaN
58186.94825769	NaN	2.00474469	NaN
58186.94826965	NaN	2.07880952	NaN
58186.94828158	NaN	1.71805630	NaN
58186.94829351	NaN	1.69586798	NaN
58186.94830545	NaN	2.04027773	NaN
58186.94831739	NaN	2.12194673	NaN
58186.94832934	NaN	1.51251977	NaN
58186.94834129	NaN	1.59430015	NaN
58186.94835324	NaN	2.02781326	NaN
58186.94836517	NaN	2.45587218	NaN
58186.94837710	NaN	2.52716396	NaN
58186.94838905	NaN	2.43295203	NaN
58186.94840099	NaN	2.35666320	NaN
58186.94841292	NaN	1.78889824	NaN
58186.94842486	NaN	1.94458538	NaN
58186.94843679	NaN	1.87417883	NaN
58186.94844873	NaN	2.07913113	NaN
58186.94846068	NaN	1.48471035	NaN
58186.94847261	NaN	1.41738694	NaN
58186.94848454	NaN	1.39657470	NaN
58186.94849649	NaN	1.26921791	NaN
58186.94850842	NaN	1.14732856	NaN
58186.94852035	NaN	1.19517451	NaN
58186.94853229	NaN	1.78552398	NaN
58186.94854423	NaN	1.47769198	NaN
58186.94855616	NaN	1.51375943	NaN
58186.94856810	NaN	1.75784449	NaN
58186.94858003	NaN	2.00392012	NaN
58186.94859197	NaN	2.61300697	NaN
58186.94860392	NaN	1.94927389	NaN
58186.94861586	NaN	1.91486167	NaN
58186.94862781	NaN	1.35202044	NaN
58186.94863973	NaN	1.80712973	NaN
58186.94865166	NaN	1.70236998	NaN
58186.94866360	NaN	1.65031974	NaN
58186.94867554	NaN	1.34138196	NaN
58186.94868748	NaN	1.56415246	NaN
58186.94869941	NaN	1.56057475	NaN
58186.94871134	NaN	1.41787651	NaN
58186.94872328	NaN	1.43451758	NaN
58186.94873520	NaN	1.13729471	NaN
58186.94874714	NaN	0.96518171	NaN
58186.94875908	NaN	0.78216297	NaN
58186.94877102	NaN	1.42898392	NaN
58186.94878295	NaN	1.14516175	NaN
58186.94879487	NaN	1.30157904	NaN
58186.94880681	NaN	1.60970984	NaN
58186.94881875	NaN	1.45486274	NaN
58186.94883068	NaN	1.57441998	NaN
58186.94884261	NaN	1.24050853	NaN
58186.94885456	NaN	1.23943176	NaN
58186.94886649	NaN	1.43112805	NaN
58186.94887842	NaN	1.46614509	NaN
58186.94889037	NaN	1.63646276	NaN
58186.94890230	NaN	1.35292410	NaN
58186.94891425	NaN	1.57822496	NaN
58186.94892619	NaN	1.49131447	NaN
58186.94893813	NaN	1.92047309	NaN
58186.94895008	NaN	2.29809484	NaN
58186.94896201	NaN	2.09101195	NaN
58186.94897393	NaN	1.91327672	NaN
58186.94898587	NaN	1.66374243	NaN
58186.94899780	NaN	1.83195381	NaN
58186.94900974	NaN	1.60706332	NaN
58186.94902168	NaN	1.76154273	NaN
58186.94903361	NaN	1.49526755	NaN
58186.94904554	NaN	1.73136443	NaN
58186.94905746	NaN	1.79871863	NaN
58186.94906941	NaN	1.47108239	NaN
58186.94908134	NaN	1.91511583	NaN
58186.94909330	NaN	1.80349449	NaN
58186.94910523	NaN	1.73568180	NaN
58186.94911716	NaN	1.77350101	NaN
58186.94912909	NaN	1.34042547	NaN
58186.94914103	NaN	1.14154452	NaN
58186.94915297	NaN	1.50107951	NaN
58186.94916490	NaN	1.43052073	NaN
58186.94917684	NaN	1.45390803	NaN
58186.94918878	NaN	1.82424298	NaN
58186.94920072	NaN	1.58021980	NaN
58186.94921265	NaN	1.96400812	NaN
58186.94922459	NaN	2.33755067	NaN
58186.94923654	NaN	2.08021873	NaN
58186.94924847	NaN	1.71292186	NaN
58186.94926040	NaN	1.68230909	NaN
58186.94927234	NaN	1.73996150	NaN
58186.94928426	NaN	1.99994345	NaN
58186.94929621	NaN	1.92088401	NaN
58186.94930816	NaN	1.81106961	NaN
58186.94932010	NaN	1.76677776	NaN
58186.94933202	NaN	1.75773806	NaN
58186.94934394	NaN	1.67097398	NaN
58186.94935589	NaN	1.36532552	NaN
58186.94936782	NaN	1.77737690	NaN
58186.94937981	NaN	1.97695001	NaN
58186.94939173	NaN	2.13994951	NaN
58186.94940367	NaN	1.97813916	NaN
58186.94941559	NaN	1.50039515	NaN
58186.94942752	NaN	1.81134222	NaN
58186.94943945	NaN	1.67396109	NaN
58186.94945139	NaN	1.52231989	NaN
58186.94946331	NaN	1.29235361	NaN
58186.94947524	NaN	1.02909141	NaN
58186.94948717	NaN	0.73670099	NaN
58186.94949910	NaN	1.45672153	NaN
58186.94951103	NaN	1.40651545	NaN
58186.94952298	NaN	1.22978548	NaN
58186.94953493	NaN	1.64058745	NaN
58186.94954686	NaN	1.62178231	NaN
58186.94955879	NaN	1.51151586	NaN
58186.94957072	NaN	1.67826049	NaN
58186.94958266	NaN	1.36346054	NaN
58186.94959459	NaN	1.72274717	NaN
58186.94960652	NaN	1.61237872	NaN
58186.94961845	NaN	1.84084765	NaN
58186.94963039	NaN	1.92451010	NaN
58186.94964233	NaN	1.81959440	NaN
58186.94965426	NaN	2.37586458	NaN
58186.94966619	NaN	1.35919679	NaN
58186.94967812	NaN	1.73523529	NaN
58186.94969005	NaN	1.38852153	NaN
58186.94970200	NaN	1.78916628	NaN
58186.94971394	NaN	1.43719288	NaN
58186.94972588	NaN	1.50274641	NaN
58186.94973783	NaN	1.60487035	NaN
58186.94974977	NaN	1.39358039	NaN
58186.94976171	NaN	0.47768589	NaN
58186.94977364	NaN	0.81486592	NaN
58186.94978560	NaN	0.85046856	NaN
58186.94979754	NaN	1.32675965	NaN
58186.94980947	NaN	1.76258414	NaN
58186.94982140	NaN	1.43326809	NaN
58186.94983333	NaN	1.80384515	NaN
58186.94984528	NaN	1.97307631	NaN
58186.94985720	NaN	1.55607297	NaN
58186.94986913	NaN	1.48829854	NaN
58186.94988106	NaN	1.75579165	NaN
58186.94989300	NaN	1.42982603	NaN
58186.94990494	NaN	1.75936255	NaN
58186.94991689	NaN	1.47898998	NaN
58186.94992883	NaN	1.53300313	NaN
58186.94994076	NaN	1.49014141	NaN
58186.94995271	NaN	1.72239138	NaN
58186.94996466	NaN	1.94700415	NaN
58186.94997658	NaN	1.73646175	NaN
58186.94998854	NaN	1.54135796	NaN
58186.95000049	NaN	1.46213984	NaN
58186.95001244	NaN	0.82706290	NaN
58186.95002437	NaN	1.46437072	NaN
58186.95003632	NaN	1.47718780	NaN
58186.95004825	NaN	1.34436233	NaN
58186.95006020	NaN	2.20548255	NaN
58186.95007213	NaN	1.93691282	NaN
58186.95008406	NaN	2.23665816	NaN
58186.95009601	NaN	1.64780422	NaN
58186.95010793	NaN	1.82313313	NaN
58186.95011988	NaN	2.37339575	NaN
58186.95013183	NaN	1.67148564	NaN
58186.95014376	NaN	1.79874097	NaN
58186.95015571	NaN	1.85162135	NaN
58186.95016764	NaN	1.33227781	NaN
58186.95017957	NaN	1.10692762	NaN
58186.95019150	NaN	2.47735056	NaN
58186.95020345	NaN	2.32637315	NaN
58186.95021541	NaN	2.15353967	NaN
58186.95022734	NaN	2.06846192	NaN
58186.95023928	NaN	2.69762034	NaN
58186.95025123	NaN	2.47285460	NaN
58186.95026318	NaN	2.24919014	NaN
58186.95027512	NaN	1.66533107	NaN
58186.95028706	NaN	1.75104393	NaN
58186.95029901	NaN	2.48544874	NaN
58186.95031094	NaN	2.11617377	NaN
58186.95032288	NaN	1.51616193	NaN
58186.95033482	NaN	2.13522203	NaN
58186.95034676	NaN	1.40489539	NaN
58186.95035868	NaN	1.19366589	NaN
58186.95037064	NaN	1.03008234	NaN
58186.95038258	NaN	1.57239521	NaN
58186.95039450	NaN	1.96450828	NaN
58186.95040645	NaN	1.95208128	NaN
58186.95041840	NaN	1.63393224	NaN
58186.95043033	NaN	1.29207769	NaN
58186.95044227	NaN	1.75615406	NaN
58186.95045419	NaN	0.98997277	NaN
58186.95046612	NaN	2.05206819	NaN
58186.95047806	NaN	2.33553237	NaN
58186.95048998	NaN	2.03828761	NaN
58186.95050194	NaN	2.13918405	NaN
58186.95051386	NaN	2.17206780	NaN
58186.95052579	NaN	1.99770216	NaN
58186.95053772	NaN	1.45603935	NaN
58186.95054965	NaN	1.49571581	NaN
58186.95056159	NaN	1.56542941	NaN
58186.95057352	NaN	1.12388277	NaN
58186.95058545	NaN	0.61561540	NaN
58186.95059740	NaN	1.36804181	NaN
58186.95060933	NaN	1.37115502	NaN
58186.95062126	NaN	1.86569328	NaN
58186.95063322	NaN	1.52490464	NaN
58186.95064515	NaN	1.65206908	NaN
58186.95065710	NaN	1.89360050	NaN
58186.95066903	NaN	2.28892556	NaN
58186.95068095	NaN	2.13904868	NaN
58186.95069288	NaN	2.00190912	NaN
58186.95070482	NaN	1.63118776	NaN
58186.95071674	NaN	2.34027780	NaN
58186.95072868	NaN	1.57508933	NaN
58186.95074062	NaN	1.66933582	NaN
58186.95075256	NaN	1.33765576	NaN
58186.95076449	NaN	1.74989389	NaN
58186.95077643	NaN	1.74869537	NaN
58186.95078836	NaN	1.59478571	NaN
58186.95080030	NaN	1.73928741	NaN
58186.95081224	NaN	2.07157691	NaN
58186.95082417	NaN	1.91079412	NaN
58186.95083611	NaN	1.85822047	NaN
58186.95084806	NaN	1.94510005	NaN
58186.95086000	NaN	1.66293930	NaN
58186.95087194	NaN	1.88867910	NaN
58186.95088388	NaN	1.85437115	NaN
58186.95089582	NaN	1.35271187	NaN
58186.95090775	NaN	1.87807813	NaN
58186.95091968	NaN	2.00844149	NaN
58186.95093161	NaN	1.56394280	NaN
58186.95094356	NaN	1.80469595	NaN
58186.95095550	NaN	1.88965710	NaN
58186.95096743	NaN	1.73270608	NaN
58186.95097938	NaN	2.00993114	NaN
58186.95099130	NaN	1.22613864	NaN
58186.95100323	NaN	1.42856265	NaN
58186.95101515	NaN	1.55558547	NaN
58186.95102709	NaN	1.57041250	NaN
58186.95103902	NaN	0.86166099	NaN
58186.95105095	NaN	1.49360705	NaN
58186.95106289	NaN	1.84215692	NaN
58186.95107483	NaN	1.59572339	NaN
58186.95108676	NaN	1.39808458	NaN
58186.95109870	NaN	1.35294390	NaN
58186.95111063	NaN	1.70449161	NaN
58186.95112257	NaN	1.13899314	NaN
58186.95113453	NaN	1.45918669	NaN
58186.95114645	NaN	1.67310222	NaN
58186.95115838	NaN	1.43139142	NaN
58186.95117031	NaN	1.65590379	NaN
58186.95118226	NaN	1.37531680	NaN
58186.95119418	NaN	1.01750377	NaN
58186.95120612	NaN	1.10551510	NaN
58186.95121804	NaN	1.44811796	NaN
58186.95122996	NaN	1.08922653	NaN
58186.95124190	NaN	1.41265232	NaN
58186.95125384	NaN	1.64821936	NaN
58186.95126576	NaN	1.57626169	NaN
58186.95127770	NaN	1.33371057	NaN
58186.95128963	NaN	1.95765290	NaN
58186.95130158	NaN	1.82377446	NaN
58186.95131351	NaN	1.38310827	NaN
58186.95132545	NaN	1.74453490	NaN
58186.95133738	NaN	2.09596989	NaN
58186.95134931	NaN	1.90820117	NaN
58186.95136124	NaN	1.80561681	NaN
58186.95137320	NaN	1.71543933	NaN
58186.95138514	NaN	2.34771991	NaN
58186.95139708	NaN	1.90552497	NaN
58186.95140900	NaN	1.55542913	NaN
58186.95142094	NaN	1.48150184	NaN
58186.95143288	NaN	1.67500404	NaN
58186.95144481	NaN	0.97787384	NaN
58186.95145674	NaN	1.79567041	NaN
58186.95146866	NaN	1.77631563	NaN
58186.95148062	NaN	2.21945124	NaN
58186.95149256	NaN	2.30253632	NaN
58186.95150449	NaN	1.99989900	NaN
58186.95151642	NaN	1.28595170	NaN
58186.95152835	NaN	1.48149358	NaN
58186.95154030	NaN	1.46751494	NaN
58186.95155224	NaN	1.57093971	NaN
58186.95156420	NaN	1.72860218	NaN
58186.95157614	NaN	1.68047863	NaN
58186.95158807	NaN	1.83501239	NaN
58186.95160000	NaN	1.66670020	NaN
58186.95161195	NaN	1.89998979	NaN
58186.95162389	NaN	1.67151848	NaN
58186.95163582	NaN	1.68548144	NaN
58186.95164775	NaN	1.50272416	NaN
58186.95165970	NaN	1.61229845	NaN
58186.95167163	NaN	1.53131385	NaN
58186.95168355	NaN	1.96634997	NaN
58186.95169547	NaN	2.30392559	NaN
58186.95170741	NaN	2.20745831	NaN
58186.95171935	NaN	1.76058986	NaN
58186.95173127	NaN	1.67376900	NaN
58186.95174319	NaN	1.51916609	NaN
58186.95175514	NaN	1.89527387	NaN
58186.95176707	NaN	2.15826975	NaN
58186.95177902	NaN	2.14620271	NaN
58186.95179094	NaN	2.12356553	NaN
58186.95180288	NaN	1.99525668	NaN
58186.95181481	NaN	2.06650612	NaN
58186.95182676	NaN	2.19315917	NaN
58186.95183868	NaN	1.73380105	NaN
58186.95185062	NaN	1.75560339	NaN
58186.95186256	NaN	1.21805160	NaN
58186.95187451	NaN	1.36711630	NaN
58186.95188645	NaN	1.40073783	NaN
58186.95189838	NaN	1.26608461	NaN
58186.95191032	NaN	0.80839856	NaN
58186.95192226	NaN	1.35874491	NaN
58186.95193418	NaN	2.07912512	NaN
58186.95194611	NaN	2.03578211	NaN
58186.95195804	NaN	1.67856530	NaN
58186.95196998	NaN	2.00805782	NaN
58186.95198192	NaN	1.46937985	NaN
58186.95199385	NaN	1.57097452	NaN
58186.95200579	NaN	2.11113181	NaN
58186.95201772	NaN	2.20359119	NaN
58186.95202968	NaN	2.05893194	NaN
58186.95204162	NaN	1.61847271	NaN
58186.95205357	NaN	1.62944135	NaN
58186.95206551	NaN	1.86682740	NaN
58186.95207746	NaN	1.78836216	NaN
58186.95208939	NaN	1.82824581	NaN
58186.95210133	NaN	1.65944497	NaN
58186.95211325	NaN	1.80038068	NaN
58186.95212517	NaN	2.00847057	NaN
58186.95213711	NaN	1.53649675	NaN
58186.95214905	NaN	0.93047572	NaN
58186.95216097	NaN	1.89062758	NaN
58186.95217290	NaN	1.56906017	NaN
58186.95218483	NaN	1.59059302	NaN
58186.95219677	NaN	1.38682913	NaN
58186.95220869	NaN	1.66629925	NaN
58186.95222063	NaN	1.73144658	NaN
58186.95223257	NaN	1.59033327	NaN
58186.95224452	NaN	1.12579115	NaN
58186.95225646	NaN	1.23140669	NaN
58186.95226838	NaN	0.62854116	NaN
58186.95228033	NaN	1.16633457	NaN
58186.95229225	NaN	1.72554610	NaN
58186.95230419	NaN	1.83215546	NaN
58186.95231615	NaN	2.25144467	NaN
58186.95232809	NaN	2.53914940	NaN
58186.95234002	NaN	2.53548648	NaN
58186.95235197	NaN	2.12441373	NaN
58186.95236390	NaN	2.50377840	NaN
58186.95237585	NaN	1.84048532	NaN
58186.95238779	NaN	1.61876400	NaN
58186.95239975	NaN	0.79152729	NaN
58186.95241167	NaN	1.05700902	NaN
58186.95242360	NaN	1.15339600	NaN
58186.95243552	NaN	1.60867267	NaN
58186.95244746	NaN	1.84269008	NaN
58186.95245939	NaN	2.18837669	NaN
58186.95247133	NaN	2.00095526	NaN
58186.95248328	NaN	1.23302456	NaN
58186.95249523	NaN	1.07565726	NaN
58186.95250717	NaN	2.15277066	NaN
58186.95251910	NaN	1.67255401	NaN
58186.95253102	NaN	1.58035465	NaN
58186.95254298	NaN	1.70583909	NaN
58186.95255492	NaN	1.93841048	NaN
58186.95256685	NaN	1.64398216	NaN
58186.95257881	NaN	2.24092329	NaN
58186.95259073	NaN	2.08259919	NaN
58186.95260266	NaN	2.37562112	NaN
58186.95261460	NaN	1.50525222	NaN
58186.95262654	NaN	1.39627549	NaN
58186.95263847	NaN	1.51231959	NaN
58186.95265041	NaN	1.38802671	NaN
58186.95266234	NaN	1.31992978	NaN
58186.95267428	NaN	1.44850973	NaN
58186.95268622	NaN	1.65806197	NaN
58186.95269817	NaN	2.18408862	NaN
58186.95271012	NaN	2.31434265	NaN
58186.95272205	NaN	2.23730824	NaN
58186.95273398	NaN	1.89911519	NaN
58186.95274592	NaN	1.70978889	NaN
58186.95275785	NaN	2.12465586	NaN
58186.95276979	NaN	1.80941015	NaN
58186.95278173	NaN	1.41266776	NaN
58186.95279366	NaN	1.53336124	NaN
58186.95280559	NaN	1.77391333	NaN
58186.95281754	NaN	1.59703550	NaN
58186.95282947	NaN	1.25310077	NaN
58186.95284140	NaN	1.04001638	NaN
58186.95285333	NaN	1.23675463	NaN
58186.95286528	NaN	1.81856054	NaN
58186.95287721	NaN	1.57074337	NaN
58186.95288916	NaN	1.67017877	NaN
58186.95290111	NaN	1.84875209	NaN
58186.95291305	NaN	1.63445040	NaN
58186.95292499	NaN	1.93436569	NaN
58186.95293693	NaN	1.93669119	NaN
58186.95294889	NaN	1.76803435	NaN
58186.95296083	NaN	1.31209144	NaN
58186.95297276	NaN	1.36351174	NaN
58186.95298471	NaN	1.13752891	NaN
58186.95299664	NaN	0.85530821	NaN
58186.95300858	NaN	1.31966353	NaN
58186.95302052	NaN	1.62228904	NaN
58186.95303247	NaN	1.39589684	NaN
58186.95304441	NaN	1.68293870	NaN
58186.95305637	NaN	1.36933567	NaN
58186.95306829	NaN	1.21003703	NaN
58186.95308024	NaN	1.02170235	NaN
58186.95309219	NaN	1.34337300	NaN
58186.95310413	NaN	1.49741249	NaN
58186.95311608	NaN	1.68086132	NaN
58186.95312803	NaN	1.77633541	NaN
58186.95313998	NaN	1.66710963	NaN
58186.95315191	NaN	2.01795921	NaN
58186.95316384	NaN	1.55382077	NaN
58186.95317580	NaN	1.97076623	NaN
58186.95318773	NaN	2.23944488	NaN
58186.95319968	NaN	NaN	NaN
58186.95321163	NaN	NaN	NaN
58186.95322357	NaN	NaN	NaN
58186.95323550	NaN	NaN	NaN
58186.95324744	NaN	1.36957568	NaN
58186.95325938	NaN	1.71294732	NaN
58186.95327131	NaN	1.62402215	NaN
58186.95328324	NaN	2.00456844	NaN
58186.95329518	NaN	1.24757116	NaN
58186.95330712	NaN	1.46123990	NaN
58186.95331905	NaN	1.01173899	NaN
58186.95333099	NaN	1.04306498	NaN
58186.95334292	NaN	1.47301110	NaN
58186.95335486	NaN	1.46607939	NaN
58186.95336681	NaN	1.42407872	NaN
58186.95337876	NaN	2.02121406	NaN
58186.95339070	NaN	1.35212242	NaN
58186.95340264	NaN	1.10685958	NaN
58186.95341459	NaN	2.30262580	NaN
58186.95342652	NaN	1.49586988	NaN
58186.95343846	NaN	1.71416084	NaN
58186.95345041	NaN	1.81035054	NaN
58186.95346233	NaN	1.70895512	NaN
58186.95347426	NaN	1.88795403	NaN
58186.95348621	NaN	1.60277236	NaN
58186.95349815	NaN	1.78389711	NaN
58186.95351008	NaN	1.71611940	NaN
58186.95352203	NaN	2.11657160	NaN
58186.95353397	NaN	1.81517129	NaN
58186.95354589	NaN	1.58074483	NaN
58186.95355785	NaN	1.91658307	NaN
58186.95356979	NaN	1.67034110	NaN
58186.95358175	NaN	1.66216247	NaN
58186.95359368	NaN	1.76147964	NaN
58186.95360562	NaN	1.76805983	NaN
58186.95361755	NaN	1.79611705	NaN
58186.95362948	NaN	1.94008431	NaN
58186.95364143	NaN	2.18274709	NaN
58186.95365336	NaN	1.59115865	NaN
58186.95366530	NaN	0.92282012	NaN
58186.95367724	NaN	1.54811538	NaN
58186.95368919	NaN	0.91486029	NaN
58186.95370112	NaN	1.28748595	NaN
58186.95371307	NaN	1.26276301	NaN
58186.95372499	NaN	1.30116451	NaN
58186.95373693	NaN	1.26204828	NaN
58186.95374887	NaN	1.09330095	NaN
58186.95376080	NaN	1.52527057	NaN
58186.95377273	NaN	1.55943839	NaN
58186.95378468	NaN	1.36494392	NaN
58186.95379665	NaN	1.49067343	NaN
58186.95380858	NaN	1.89785853	NaN
58186.95382051	NaN	NaN	NaN
58186.95383246	NaN	NaN	NaN
58186.95384439	NaN	1.19364708	NaN
58186.95385632	NaN	1.65252771	NaN
58186.95386825	NaN	1.44904834	NaN
58186.95388020	NaN	2.40563041	NaN
58186.95389213	NaN	0.58002645	NaN
58186.95390406	NaN	1.83879452	NaN
58186.95391601	NaN	1.53290454	NaN
58186.95392794	NaN	2.12768258	NaN
58186.95393988	NaN	1.75105324	NaN
58186.95395181	NaN	1.49265301	NaN
58186.95396375	NaN	1.66216408	NaN
58186.95397569	NaN	1.11398434	NaN
58186.95398762	NaN	1.85178597	NaN
58186.95399955	NaN	1.53700842	NaN
58186.95401150	NaN	1.25024609	NaN
58186.95402343	NaN	2.26037085	NaN
58186.95403536	NaN	2.08663270	NaN
58186.95404729	NaN	1.79703067	NaN
58186.95405924	NaN	1.90868192	NaN
58186.95407119	NaN	1.72133362	NaN
58186.95408313	NaN	1.91461117	NaN
58186.95409507	NaN	1.63005838	NaN
58186.95410702	NaN	1.56724266	NaN
58186.95411896	NaN	1.90215721	NaN
58186.95413091	NaN	1.82811426	NaN
58186.95414284	NaN	1.31661340	NaN
58186.95415478	NaN	0.97245254	NaN
58186.95416672	NaN	1.56488274	NaN
58186.95417867	NaN	1.94099079	NaN
58186.95419060	NaN	1.78535109	NaN
58186.95420253	NaN	1.79642314	NaN
58186.95421447	NaN	1.93752673	NaN
58186.95422640	NaN	2.05737177	NaN
58186.95423834	NaN	1.71805755	NaN
58186.95425027	NaN	2.21912385	NaN
58186.95426221	NaN	1.81344035	NaN
58186.95427415	NaN	1.73862709	NaN
58186.95428608	NaN	1.82684058	NaN
58186.95429801	NaN	1.85306571	NaN
58186.95430997	NaN	1.75713357	NaN
58186.95432191	NaN	0.42032992	NaN
58186.95433386	NaN	NaN	NaN
58186.95434580	NaN	1.75689591	NaN
58186.95435775	NaN	1.88253049	NaN
58186.95436968	NaN	1.64263883	NaN
58186.95438160	NaN	1.65472196	NaN
58186.95439352	NaN	1.33195062	NaN
58186.95440544	NaN	2.46408482	NaN
58186.95441738	NaN	2.28492320	NaN
58186.95442932	NaN	2.87257390	NaN
58186.95444124	NaN	2.36705646	NaN
58186.95445319	NaN	2.42141188	NaN
58186.95446512	NaN	2.17392832	NaN
58186.95447705	NaN	1.94705356	NaN
58186.95448900	NaN	1.99819480	NaN
58186.95450093	NaN	1.82334228	NaN
58186.95451286	NaN	2.03428058	NaN
58186.95452480	NaN	1.31125351	NaN
58186.95453672	NaN	1.28511439	NaN
58186.95454868	NaN	1.78582367	NaN
58186.95456061	NaN	1.59638023	NaN
58186.95457257	NaN	1.21919323	NaN
58186.95458450	NaN	1.21808166	NaN
58186.95459644	NaN	1.17371129	NaN
58186.95460838	NaN	1.12721242	NaN
